from,to,prob,rate
Watchful_runner,Watchful_runner,0.0,0.0471971649484536
Watchful_runner,Crowd_weaving_rusher,0.0214285714285714,0.0471971649484536
Watchful_runner,Alert_crowd_sprinter,0.225,0.0471971649484536
Watchful_runner,Rushing_group_dense,0.0178571428571428,0.0471971649484536
Watchful_runner,Ruthless_barger,0.0,0.0471971649484536
Watchful_runner,Desperate_rusher,0.0321428571428571,0.0471971649484536
Crowd_weaving_rusher,Zoned_out_weaver,0.0,0.0644078144078144
Crowd_weaving_rusher,Uninterrupted_speed_walker,0.0865921787709497,0.0644078144078144
Crowd_weaving_rusher,Alert_fast_walker_open_space,0.0,0.0644078144078144
Crowd_weaving_rusher,Quiet_pair,0.0,0.0644078144078144
Crowd_weaving_rusher,Focused_rusher,0.159217877094972,0.0644078144078144
Crowd_weaving_rusher,Engaged_speed_walker,0.0083798882681564,0.0644078144078144
Crowd_weaving_rusher,Group_barging_through,0.0307262569832402,0.0644078144078144
Crowd_weaving_rusher,Aggressive_barger,0.0027932960893854,0.0644078144078144
Crowd_weaving_rusher,Stressed_pusher,0.0,0.0644078144078144
Crowd_weaving_rusher,Group_in_a_panic,0.0167597765363128,0.0644078144078144
Crowd_weaving_rusher,Solo_sprinter,0.3519553072625698,0.0644078144078144
Crowd_weaving_rusher,Watchful_runner,0.0027932960893854,0.0644078144078144
Crowd_weaving_rusher,Crowd_weaving_rusher,0.0,0.0644078144078144
Crowd_weaving_rusher,Alert_crowd_sprinter,0.0279329608938547,0.0644078144078144
Crowd_weaving_rusher,Rushing_group_dense,0.2206703910614525,0.0644078144078144
Crowd_weaving_rusher,Ruthless_barger,0.0279329608938547,0.0644078144078144
Crowd_weaving_rusher,Desperate_rusher,0.0,0.0644078144078144
Alert_crowd_sprinter,Zoned_out_weaver,0.0,0.05441400304414
Alert_crowd_sprinter,Uninterrupted_speed_walker,0.0036231884057971,0.05441400304414
Alert_crowd_sprinter,Alert_fast_walker_open_space,0.0905797101449275,0.05441400304414
Alert_crowd_sprinter,Quiet_pair,0.0,0.05441400304414
Alert_crowd_sprinter,Focused_rusher,0.0217391304347826,0.05441400304414
Alert_crowd_sprinter,Engaged_speed_walker,0.286231884057971,0.05441400304414
Alert_crowd_sprinter,Group_barging_through,0.0253623188405797,0.05441400304414
Alert_crowd_sprinter,Aggressive_barger,0.0036231884057971,0.05441400304414
Alert_crowd_sprinter,Stressed_pusher,0.0144927536231884,0.05441400304414
Alert_crowd_sprinter,Group_in_a_panic,0.0036231884057971,0.05441400304414
Alert_crowd_sprinter,Solo_sprinter,0.0181159420289855,0.05441400304414
Alert_crowd_sprinter,Watchful_runner,0.213768115942029,0.05441400304414
